Folder,Video,pixel_surface,color,shape,frequency,pp1,pp2,pp3,pp4,pp5,pp6
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_8_shape_squares.mp4,10000,white,squares,8,[2.39585908 0.5923294  0.46874737],[1.71400708 2.13410845 2.382618  ],[7.53314877 2.73032342 0.74673432],[2.04815165 2.61195973 2.02135948],[4.47271623 3.37445296 1.883189  ],[1.36568338 0.46619583 0.48533339]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_8_shape_circles.mp4,30000,green,circles,8,[1.62361477 0.7343991  0.61284676],[ 0.7002524  10.19324018 15.62406527],[3.66919299 0.58483851 2.09909277],[2.52264412 5.56469943 2.03202376],[9.40621907 3.52275065 4.97657546],[2.86450209 2.04074903 2.26438585]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_25_shape_circles.mp4,10000,white,circles,25,[0.80821748 0.71555237 3.08049209],[3.01391045 7.87958725 5.25067084],[0.95536607 0.98349423 3.2827086 ],[ 6.33830698  1.27115846 12.74180454],[13.63010699 11.5610617  15.70166032],[0.29559613 2.97452713 1.55606793]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_8_shape_circles.mp4,10000,green,circles,8,[1.49298695 1.67927462 1.64537654],[1.8703366  6.81358172 6.27351632],[1.48015699 1.67425667 2.42394135],[0.71403655 2.47329689 2.35426319],[2.83341314 4.2805598  2.20039148],[1.55019926 2.19109813 2.59157527]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_8_shape_squares.mp4,20000,white,squares,8,[3.67312544 1.12767133 0.48949419],[6.37709497 5.68394317 3.54453601],[0.71437347 2.33244802 3.41168238],[ 8.78804335 10.31484809  0.6749282 ],[0.76543434 1.63135665 1.7067659 ],[0.8070101  1.75938137 0.53815991]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_19_shape_triangles.mp4,10000,green,triangles,19,[2.64479783 6.71036842 2.14604561],[1.26311845 0.509939   1.09409654],[0.09452208 0.57670612 1.17469706],[1.402194   2.83158563 6.18847931],[4.55804167 1.02960676 2.34579524],[0.67116358 5.69987311 8.98061115]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_8_shape_squares.mp4,20000,green,squares,8,[0.32551888 1.51542697 0.46056711],[ 5.31237403  6.46152309 59.80346112],[13.35239725  0.82209749  3.86451452],[0.97533523 3.28364578 0.75633969],[8.88513334 0.68935781 1.26422204],[1.33948482 1.47511732 1.33448601]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_19_shape_circles.mp4,30000,white,circles,19,[1.34595758 1.23663008 1.75114486],[ 6.73728215 14.6789303   6.18580414],[0.38628639 2.03259862 9.14917888],[ 5.77173099  3.94679139 38.50951397],[2.3633215  4.70879914 0.98709782],[2.85823198 0.82915811 5.19230136]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_19_shape_circles.mp4,30000,red,circles,19,[2.91157474 2.17598925 9.9817631 ],[5.53987664 1.45863195 1.60184649],[4.53013016 1.97137949 2.82644233],[18.29172442  5.5740206   8.69288986],[5.3269933  2.50563939 6.95269289],[2.16831413 2.48486796 5.61763291]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_25_shape_circles.mp4,10000,green,circles,25,[0.84051757 1.84686087 2.30439533],[2.39542645 2.46178425 2.05720878],[12.56489936  0.80276772  2.54149661],[5.33759049 1.74589579 5.66774526],[7.00920471 7.82141667 3.64283872],[0.52739017 2.74952771 1.92468426]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_25_shape_circles.mp4,30000,white,circles,25,[ 1.11506359 24.99986063  3.94834985],[4.02669486 2.73295137 2.44935854],[1.63397903 3.74637125 7.27538856],[12.70416481  9.86095966  5.24573521],[15.03355514 11.38188247 29.68294419],[3.0033724  1.67594511 1.75014907]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_19_shape_circles.mp4,20000,white,circles,19,[1.92552079 2.23954802 2.16462136],[7.99211836 7.58052895 2.79011097],[1.82178789 3.23729902 4.7795125 ],[2.99739368 0.79396137 2.07929948],[4.13282093 2.13344686 1.71481743],[7.20953322 7.70232159 1.12773965]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_19_shape_circles.mp4,30000,green,circles,19,[2.60361446 2.86009477 0.94706013],[3.15124562 4.44526164 3.0943304 ],[1.31740431 2.26811556 0.54473554],[6.49334686 5.62613262 3.95955444],[3.68620104 4.82568728 1.68788049],[ 7.71749966 16.28274151  8.89277468]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_13_shape_circles.mp4,20000,red,circles,13,[1.93217944 0.79935346 0.72165859],[2.75444468 0.39763576 2.11532977],[0.37939719 1.55889805 4.49609555],[ 7.01486854 12.37906015  5.27994791],[11.09109387  4.19114518  3.92287518],[1.36609325 1.97419865 2.17821768]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_19_shape_triangles.mp4,10000,red,triangles,19,[4.47226666 1.64969893 2.53093751],[1.39025672 1.10720498 1.69050299],[3.14139613 2.59804541 3.07966305],[5.09735663 2.00340653 5.05426931],[3.24254635 5.88373015 5.3694468 ],[1.2165948  0.93467539 0.64591113]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_8_shape_triangles.mp4,30000,white,triangles,8,[3.85236648 0.59912088 4.49849569],[ 6.29678067 14.00607347  2.64379518],[1.58029001 5.65116145 7.1030358 ],[1.4092764  2.28327974 3.3452243 ],[1.08211407 0.27104058 0.81616683],[1.16558587 0.36316639 0.38709347]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_19_shape_triangles.mp4,30000,red,triangles,19,[3.24808246 1.61160661 5.07475512],[3.41226135 1.24069753 3.10537531],[0.64133723 0.69602922 1.25947174],[9.74598011 7.26263019 7.56103126],[5.97880706 2.54823404 2.57155292],[3.20814034 1.80515548 1.63812672]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_13_shape_squares.mp4,30000,green,squares,13,[7.13921893 1.83439566 4.32087519],[3.2995232  2.82140703 3.81636908],[0.51889169 0.91557867 1.52820195],[ 2.07103589 11.4465176   8.51573181],[1.28619906 0.41534521 1.20784003],[1.60964989 9.00311323 6.37468217]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_25_shape_circles.mp4,20000,green,circles,25,[0.84192859 0.25104736 0.36341555],[1.36734095 6.6373055  0.78683065],[2.4994006  1.72133995 1.88317035],[10.81050019  5.38634657  1.21636812],[22.72966811 10.26925883  8.93471417],[1.38144391 1.27807769 5.48606384]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_25_shape_triangles.mp4,20000,green,triangles,25,[1.45762901 3.05604699 1.45210259],[1.00443926 1.12526321 1.53914093],[1.31979181 0.84498644 0.55674393],[ 6.88734346  3.59096553 14.50149478],[3.39583027 2.89779113 3.87604677],[ 1.04389803  3.70834821 12.35804026]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_25_shape_triangles.mp4,10000,red,triangles,25,[4.62710556 2.46212233 1.76641526],[2.4749599  5.05955566 0.25450544],[3.36751392 1.9668451  0.38939046],[ 1.42139477  0.98127475 11.1083972 ],[3.29338656 1.34386231 2.73071113],[0.18990682 2.49242472 2.03868108]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_19_shape_circles.mp4,20000,red,circles,19,[3.47108824 3.88712745 1.02826289],[1.75615623 1.48862051 0.95564915],[3.95269664 3.74806907 3.27175554],[ 1.92226793  4.93312601 19.8691054 ],[3.34637162 4.82572489 1.26795867],[2.04854709 2.1414038  6.8851754 ]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_13_shape_circles.mp4,10000,white,circles,13,[0.86154967 0.99024126 1.5903102 ],[2.73904651 0.63369403 3.13027683],[1.41667588 2.98865843 1.61997539],[1.5110218  2.64119027 1.38915965],[2.36698134 6.64316625 3.50450555],[6.01311316 0.9166807  3.21495865]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_13_shape_squares.mp4,20000,green,squares,13,[3.19622146 3.06035441 7.65028048],[1.46203924 2.73616346 1.72932643],[3.87499367 1.31006506 0.82080568],[4.29745303 2.46825133 3.37846474],[1.96885457 1.7928132  2.76388855],[0.89020678 4.92207332 4.41434809]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_8_shape_circles.mp4,30000,white,circles,8,[2.25447281 1.57251481 1.13121395],[2.50369325 3.30633967 0.52272168],[2.539952   1.34024635 0.95765399],[9.47792849 7.65031394 8.71164699],[0.67566516 0.19628237 0.36528385],[0.55846622 0.42914802 2.38067874]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_13_shape_triangles.mp4,10000,green,triangles,13,[1.05458323 4.9595997  0.70481235],[1.33173851 1.30548586 1.21021235],[0.45876729 1.83184114 5.89887606],[ 0.58599278 13.61363485  2.41653972],[1.52944445 1.92658006 4.08210938],[3.5862068  2.75649187 3.57884802]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_19_shape_squares.mp4,10000,white,squares,19,[6.08787989 0.44258881 4.57124794],[4.16623411 6.92553179 4.55529073],[1.82268444 1.03959958 0.62788843],[3.85693888 3.51813309 1.44639302],[10.20061907  0.95387857  0.9257776 ],[3.99667083 1.41776581 4.12488212]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_810).mp4,10000,red,squares,8,[13.11731756  0.72898796  0.96667436],[1.86210222 3.73743868 1.7986106 ],[1.71559452 1.06156129 2.77242839],[3.24258156 2.65083951 0.65722873],[4.13309293 0.89138844 1.72355729],[0.27175722 2.74834221 0.52391563]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_19_shape_squares_coordinate_(480_810).mp4,10000,white,squares,19,[2.05831209 0.88921148 6.33370416],[ 5.67947558  6.24151094 25.93787727],[4.52769396 1.22994217 3.13282457],[0.69199617 1.22409873 2.9299785 ],[5.08394868 3.39014207 1.13569503],[1.36335902 5.68025341 2.80851476]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_8_shape_squares_coordinate_(480_270).mp4,30000,red,squares,8,[9.18846209 1.94693139 4.45263479],[ 5.69413573  7.23656141 19.39559845],[0.55824586 1.81980226 3.78806547],[10.03747312 13.0204207   8.7350339 ],[1.7683598  1.56226761 1.04195295],[1.74069149 0.2602028  1.6652475 ]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_19_shape_squares_coordinate_(480_270).mp4,10000,green,squares,19,[3.90047176 3.36742183 1.98357904],[1.79310227 1.22627607 3.89682902],[8.54871735 3.27427819 7.73081072],[1.21931069 0.25475044 4.54466319],[1.44479904 0.80085988 2.24417959],[6.00234766 5.19413556 2.70512457]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(480_810).mp4,30000,red,squares,25,[1.35394987 0.61394467 1.57802952],[1.59929603 3.63270277 0.37935718],[8.64544479 5.27881992 2.66472831],[5.81203802 4.68695928 0.55406136],[6.75486231 5.11373992 1.04362399],[1.92169319 2.02617314 0.44682827]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_13_shape_squares_coordinate_(1440_270).mp4,10000,green,squares,13,[1.52724551 1.57099156 3.50735852],[0.73613414 2.96284672 0.33108587],[1.81195497 1.03825362 0.90578676],[9.09431504 1.63130876 2.0503114 ],[1.37897379 3.14542752 2.21322195],[0.84012768 7.7186789  1.27045135]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_270).mp4,30000,red,squares,25,[1.06366665 1.1544486  1.07895055],[7.61442961 0.77989723 1.95238673],[2.49854575 6.20561168 2.48240544],[8.42868052 3.99175282 3.43310977],[6.85604327 2.32019882 2.91884173],[1.75986413 1.02866902 4.01271048]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_19_shape_squares_coordinate_(1440_810).mp4,20000,red,squares,19,[6.32063849 1.50723878 3.28087199],[5.25491355 0.77443475 1.66876618],[2.44200192 4.27424265 1.76528277],[7.37559361 0.88536935 1.63185069],[ 7.59526161 11.74302241  4.32083597],[2.72936838 3.2420654  1.50505766]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_25_shape_squares_coordinate_(480_270).mp4,30000,white,squares,25,[4.96026503 4.1799748  2.16591017],[3.81768646 4.6661579  3.43142177],[2.89644721 0.82422632 5.88632442],[4.1061742  1.48135604 1.86446183],[27.69498082 26.19684088 19.13369387],[0.63226829 0.49242    3.93407283]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_8_shape_squares_coordinate_(480_810).mp4,10000,red,squares,8,[1.66589519 3.75516489 1.78566367],[0.73029477 1.33586727 0.85730592],[3.45899738 0.56329655 2.71032007],[17.84179757 10.29792154  5.55516319],[1.94297702 3.21310678 0.42989596],[2.44516908 0.93160376 0.1310769 ]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_19_shape_squares_coordinate_(1440_270).mp4,30000,red,squares,19,[ 5.92048364  1.98519735 10.13861641],[2.85914584 1.23970394 7.64137478],[1.9695076  1.55554455 4.64183916],[2.53565584 1.43606307 1.08315434],[11.76969696  6.86581622  2.85340258],[1.69718228 1.75858731 2.78987341]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_19_shape_squares_coordinate_(480_270).mp4,10000,white,squares,19,[4.33543888 6.02644613 2.25515777],[ 4.57460174  4.28929027 15.18641259],[1.34265119 1.14958523 0.45098076],[0.37922873 1.8679944  2.71698007],[1.33211    1.60776982 4.66613753],[5.38496225 2.46250993 4.74009813]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_19_shape_squares_coordinate_(1440_810).mp4,30000,red,squares,19,[2.52807759 5.52757178 2.02178601],[2.78976279 3.80472741 6.90700073],[ 5.45367232  3.95840277 11.56388462],[ 0.66443491  3.14017509 16.88636027],[ 1.32017321 10.48749675  3.4418177 ],[1.22773459 0.74750122 4.71338123]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_13_shape_squares_coordinate_(1440_810).mp4,10000,white,squares,13,[0.58859884 1.89296847 1.83624766],[3.99769182 2.52647012 1.35796853],[1.47248516 2.22601342 2.76130586],[3.22824066 9.90531349 0.57347047],[2.25099183 1.36064123 1.98389624],[1.18162727 3.99505827 4.91000602]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_19_shape_squares_coordinate_(480_270).mp4,10000,red,squares,19,[4.79245549 1.24832843 4.07004663],[2.40831995 0.31370386 4.01908829],[2.8896401  0.77658783 3.78266673],[0.73895923 1.74676524 5.35304274],[3.42776808 1.33167356 9.00942494],[2.5424552  1.86887082 2.20130158]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_13_shape_squares_coordinate_(1440_270).mp4,30000,green,squares,13,[0.36567    3.49968311 3.41027288],[2.70199324 6.09669886 1.88273702],[1.51303575 0.64275502 0.73555951],[1.74630013 3.32441403 0.63738963],[1.06194216 4.0216415  2.11549247],[3.22787474 3.19842394 3.54831746]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_25_shape_squares_coordinate_(480_810).mp4,10000,white,squares,25,[2.5027781  6.77964214 1.63174886],[2.50265863 1.96392857 3.92382294],[1.24417612 3.66525944 0.76338435],[1.44564991 0.9799538  4.69122432],[12.5675593   3.24903137  4.93833862],[1.06285553 2.80818215 1.40222677]
Experiment_2,2x2_pixel_surface_20000_color_mode_white_frequency_19_shape_squares_coordinate_(1440_810).mp4,20000,white,squares,19,[9.36491404 1.78818681 6.61873007],[ 1.67743778  7.85443252 10.44925665],[4.49572768 0.92223523 1.65403297],[2.7807472  3.25737382 4.61777629],[8.55309854 1.78512989 0.35968864],[5.59058872 9.2245318  4.86393236]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_8_shape_squares_coordinate_(480_270).mp4,30000,white,squares,8,[3.37733205 1.96555557 5.16672178],[11.09602111  4.50215302 24.96094716],[0.82214409 2.42699827 1.65427457],[4.40416173 3.12110768 0.35895045],[1.30507504 2.10791145 1.46837649],[0.71649309 1.04645172 1.15020657]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_270).mp4,10000,red,squares,25,[3.82330298 1.89483405 0.84240734],[0.69585556 7.08324563 2.1112284 ],[0.31488598 0.67660061 2.33239389],[5.03060499 4.05201725 5.65053288],[2.27348167 0.73467943 4.13261986],[1.81775539 1.63041875 2.15030486]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_13_shape_squares_coordinate_(1440_270).mp4,30000,white,squares,13,[2.01519886 2.35356985 1.28416015],[0.45429961 4.94218628 5.55348745],[1.7242876  2.15851413 1.36475682],[3.51331434 0.94801465 0.70302064],[0.64402161 0.58772948 3.4608829 ],[ 4.77547624 10.87783563  2.23375495]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_19_shape_squares_coordinate_(1440_810).mp4,30000,green,squares,19,[2.37351931 4.1320403  7.31052016],[1.37689337 7.63517293 1.92006733],[0.46629039 1.22854338 3.08962847],[1.08904858 0.81056724 2.28437469],[2.4589581  7.5622666  1.13235713],[0.31412701 3.97040619 2.09358012]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_8_shape_squares_coordinate_(480_810).mp4,30000,red,squares,8,[4.9294958  4.73609738 7.65699794],[ 7.50687006 10.74375544  5.10439065],[0.99484958 1.54732064 5.02861763],[ 1.58175513  0.86124837 16.48771268],[3.12183843 1.39580352 2.35793675],[0.67215813 4.64064502 0.2192944 ]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_13_shape_squares_coordinate_(1440_810).mp4,10000,red,squares,13,[1.66733687 3.91074704 9.76340766],[1.19243518 4.16150411 0.90521087],[0.93079628 0.14492515 1.43114162],[4.75509582 7.83551212 1.96273448],[0.6420712  1.0100916  1.01001285],[3.67149413 2.53729396 1.42860015]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_25_shape_squares_coordinate_(1440_810).mp4,30000,green,squares,25,[0.55083252 1.71767061 1.03870414],[4.54473883 2.48238872 1.45854033],[2.13248418 2.27648066 0.58110184],[0.98700453 6.74963843 3.55521948],[ 7.42130116 26.00640449 21.57679654],[12.50529012  2.25283688  2.59023143]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_25_shape_squares_coordinate_(1440_810).mp4,10000,white,squares,25,[9.52932714 2.09039425 1.00667352],[10.10136896 15.94469924  1.96325145],[2.95305244 0.90239289 4.74026332],[3.24584558 1.66666296 1.64351162],[ 2.88076796 34.03976055  9.90154169],[0.13993511 0.89405047 4.67284772]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_19_shape_squares_coordinate_(1440_270).mp4,10000,red,squares,19,[1.4856246  1.91254893 4.38300391],[3.0512497  5.99035373 8.33904171],[0.50190546 2.41957867 0.49755065],[6.744461   9.77198107 2.71844933],[0.63162037 0.49320707 2.30691021],[5.76452028 5.34630934 1.66689188]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_13_shape_squares_coordinate_(480_810).mp4,30000,red,squares,13,[4.87897944 0.7634899  6.31496996],[10.81274534  0.62919493  4.07203998],[1.30392838 1.77946379 0.71246279],[6.1978623  3.24610432 8.19475104],[6.11494439 0.51746323 1.89155868],[4.64582638 0.94287544 2.27974948]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_13_shape_squares_coordinate_(1440_810).mp4,30000,red,squares,13,[4.32019689 7.15848499 6.90244192],[ 8.22458656 10.14170152  2.94352866],[0.94394836 1.77652968 3.12052276],[ 3.66150396  9.91346541 13.03417382],[12.57469296  0.74810534  2.11944846],[3.52446785 0.98130506 0.93309748]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_8_shape_squares_coordinate_(1440_810).mp4,30000,white,squares,8,[1.99604034 1.39600164 2.0301046 ],[1.95277175 7.60503991 3.98239627],[0.95827815 0.50031933 1.71432991],[4.98312961 1.2870027  2.47976435],[0.56437342 1.01939171 1.90447099],[2.44704636 1.9118729  1.84450487]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_8_shape_squares_coordinate_(1440_270).mp4,10000,white,squares,8,[5.45333055 0.44243194 1.96592068],[2.39565361 2.86014715 1.68424544],[2.05049711 7.82942396 0.96262791],[1.0715875  2.01468849 1.07840628],[2.43190909 0.65165959 0.60118992],[1.74710872 1.10862875 1.47543566]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_19_shape_squares_coordinate_(1440_810).mp4,30000,white,squares,19,[1.95297001 2.81018859 1.46355954],[ 6.59647626 11.15241108  1.19612328],[1.22098622 3.96920593 2.40655694],[7.13003946 8.82047572 3.27531531],[1.42175131 1.04684787 4.05465057],[15.03584442  7.5071367   2.33094373]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_13_shape_squares_coordinate_(1440_810).mp4,30000,white,squares,13,[3.65991567 3.30933401 0.72425715],[0.41457896 3.00555074 0.97541799],[2.59265266 0.92330774 2.17004531],[0.63091788 3.16867097 0.60612816],[1.95735114 8.68952386 2.52051692],[6.13699717 4.45628492 2.21388782]
Experiment_2,2x2_pixel_surface_20000_color_mode_green_frequency_8_shape_squares_coordinate_(1440_810).mp4,20000,green,squares,8,[2.39555499 2.32942661 4.86220987],[8.13194634 9.71261168 4.45757375],[1.96231292 2.54245204 0.90185768],[5.89691274 6.17798588 1.29211468],[2.21697047 2.68554332 1.26454655],[0.95514908 1.66166954 0.96763216]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(480_270).mp4,30000,red,squares,25,[12.58022806  5.89698631  0.2992299 ],[1.2667138  4.07123219 1.08910829],[7.68197827 2.79520744 3.31044935],[7.61695486 4.08184891 1.93745789],[3.37548054 4.78615687 2.45584105],[1.81088579 1.99982012 2.54896537]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_19_shape_squares_coordinate_(1440_270).mp4,10000,white,squares,19,[2.97035347 0.5152726  0.70139107],[ 6.66163994  3.49487254 10.22746959],[0.44311491 2.17113152 0.67624831],[0.28666215 0.75545631 2.28064322],[1.71738615 1.19019718 0.7451384 ],[ 1.48427468  3.72514667 13.2006179 ]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_19_shape_squares_coordinate_(1440_810).mp4,10000,white,squares,19,[3.8634537  2.52170973 2.76381735],[ 2.08636769 15.4217626   2.35888305],[2.19315741 5.7744604  4.26911494],[5.14886877 1.25258548 3.28829848],[3.71405484 2.43499016 0.84250343],[1.25620278 7.42505017 1.33267115]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_13_shape_squares_coordinate_(1440_810).mp4,20000,red,squares,13,[4.6353163  3.69063289 2.40895288],[1.36126309 2.29020086 0.65741598],[0.68623511 1.41333664 0.81274551],[4.47137676 2.53904529 6.0569236 ],[2.41892786 3.96994613 5.65089049],[0.26849598 0.99140914 2.51967643]
